2008-09-01	0
2008-09-02	0
2008-09-03	0
2008-09-04	0
2008-09-05	0
2008-09-06	0
2008-09-07	0
2008-09-08	0
2008-09-09	0
2008-09-10	0
2008-09-11	0
2008-09-12	0
2008-09-13	0
2008-09-14	0
2008-09-15	149419
2008-09-16	2887262
2008-09-17	2000344
2008-09-18	175609
2008-09-19	251296
2008-09-20	1894815
2008-09-21	1929903
2008-09-22	1561562
2008-09-23	1977543
2008-09-24	1679205
2008-09-25	1306758
2008-09-26	0
2008-09-27	0
2008-09-28	0
2008-09-29	0
2008-09-30	0
2008-10-01	0
2008-10-02	0
2008-10-03	202312
2008-10-04	1196168
2008-10-05	1187900
2008-10-06	1186915
2008-10-07	839322
2008-10-08	860776
2008-10-09	800945
2008-10-10	730133
2008-10-11	806045
2008-10-12	858268
2008-10-13	809716
2008-10-14	708204
2008-10-15	800058
2008-10-16	659677
2008-10-17	759299
2008-10-18	711742
2008-10-19	681487
2008-10-20	620466
2008-10-21	642247
2008-10-22	529280
2008-10-23	560575
2008-10-24	585770
2008-10-25	567079
2008-10-26	603835
2008-10-27	600213
2008-10-28	551047
2008-10-29	566726
2008-10-30	554452
2008-10-31	573673
2008-11-01	668884
2008-11-02	634520
2008-11-03	681664
2008-11-04	881310
2008-11-05	2282245
2008-11-06	2350442
2008-11-07	2099365
2008-11-08	1978872
2008-11-09	1251710
2008-11-10	936994
2008-11-11	757317
2008-11-12	15637
2008-11-13	10633
2008-11-14	15503
2008-11-15	15639
2008-11-16	11843
2008-11-17	14664
2008-11-18	13630
2008-11-19	18618
2008-11-20	12154
2008-11-21	12481
2008-11-22	3356
2008-11-23	5684
2008-11-24	11693
2008-11-25	6165
2008-11-26	537514
2008-11-27	470874
2008-11-28	91678
2008-11-29	735445
2008-11-30	0
2008-12-01	5242
2008-12-02	4746
2008-12-03	476
2008-12-04	103935
2008-12-05	1569308
2008-12-06	0
2008-12-07	219850
2008-12-08	1229750
2008-12-09	15475
2008-12-10	190706
2008-12-11	983345
2008-12-12	858497
2008-12-13	704858
2008-12-14	679907
2008-12-15	639228
2008-12-16	598607
2008-12-17	461887
2008-12-18	0
2008-12-19	17676
2008-12-20	460691
2008-12-21	464965
2008-12-22	441667
2008-12-23	357046
2008-12-24	390368
2008-12-25	389015
2008-12-26	372071
2008-12-27	383709
2008-12-28	335149
2008-12-29	292892
2008-12-30	22009
2008-12-31	12113
2009-01-01	629520
2009-01-02	175563
2009-01-03	1556039
2009-01-04	81477
2009-01-05	142723
2009-01-06	298259
2009-01-07	191859
2009-01-08	109722
2009-01-09	2215138
2009-01-10	2166365
2009-01-11	1548485
2009-01-12	1540236
2009-01-13	1324613
2009-01-14	5806264
2009-01-15	5978629
2009-01-16	5094037
2009-01-17	5717205
2009-01-18	4042182
2009-01-19	2612986
2009-01-20	2148167
2009-01-21	1856687
2009-01-22	1338129
2009-01-23	238881
2009-01-24	75570
2009-01-25	74535
2009-01-26	74112
2009-01-27	58988
2009-01-28	49627
2009-01-29	140231
2009-01-30	1945286
2009-01-31	2210720
2009-02-01	1449172
2009-02-02	918352
2009-02-03	632125
2009-02-04	454707
2009-02-05	436511
2009-02-06	387325
2009-02-07	399169
2009-02-08	381223
2009-02-09	304462
2009-02-10	291509
2009-02-11	260267
2009-02-12	272423
2009-02-13	246159
2009-02-14	212698
