2009-02-15	232665
2009-02-16	237793
2009-02-17	280161
2009-02-18	219806
2009-02-19	0
2009-02-20	0
2009-02-21	0
2009-02-22	0
2009-02-23	0
2009-02-24	0
2009-02-25	0
2009-02-26	0
2009-02-27	510
2009-02-28	0
2009-03-01	0
2009-03-02	0
2009-03-03	17966
2009-03-04	63017
2009-03-05	328004
2009-03-06	0
2009-03-07	0
2009-03-08	0
2009-03-09	2393
2009-03-10	54
2009-03-11	6311
2009-03-12	98896
2009-03-13	144399
2009-03-14	57131
2009-03-15	61211
2009-03-16	50851
2009-03-17	37604
2009-03-18	0
2009-03-19	6410
2009-03-20	14523
2009-03-21	11116
2009-03-22	16073
2009-03-23	12622
2009-03-24	7377
2009-03-25	8013
2009-03-26	18418
2009-03-27	12464
2009-03-28	13614
2009-03-29	15640
2009-03-30	15931
2009-03-31	9821
2009-04-01	7864
2009-04-02	28
2009-04-03	0
2009-04-04	0
2009-04-05	0
2009-04-06	0
2009-04-07	0
2009-04-08	0
2009-04-09	0
2009-04-10	20805
2009-04-11	0
2009-04-12	0
2009-04-13	0
2009-04-14	0
2009-04-15	0
2009-04-16	0
2009-04-17	18384
2009-04-18	14690
2009-04-19	12316
2009-04-20	1305
2009-04-21	0
2009-04-22	0
2009-04-23	25628
2009-04-24	8261
2009-04-25	0
2009-04-26	0
2009-04-27	0
2009-04-28	0
2009-04-29	0
2009-04-30	24142
2009-05-01	901
2009-05-02	0
2009-05-03	0
2009-05-04	1057
2009-05-05	211459
2009-05-06	2469199
2009-05-07	2681905
2009-05-08	3271541
2009-05-09	3723256
2009-05-10	2965174
2009-05-11	2803903
2009-05-12	3201812
2009-05-13	3246012
2009-05-14	2547986
2009-05-15	1188742
2009-05-16	2022
2009-05-17	0
2009-05-18	0
2009-05-19	0
2009-05-20	0
2009-05-21	0
2009-05-22	0
2009-05-23	0
2009-05-24	0
2009-05-25	0
2009-05-26	0
2009-05-27	0
2009-05-28	0
2009-05-29	0
2009-05-30	0
2009-05-31	0
2009-06-01	0
2009-06-02	0
2009-06-03	0
2009-06-04	0
2009-06-05	0
2009-06-06	0
2009-06-07	0
2009-06-08	0
2009-06-09	0
2009-06-10	0
2009-06-11	0
2009-06-12	0
2009-06-13	0
2009-06-14	0
2009-06-15	0
2009-06-16	0
2009-06-17	0
2009-06-18	0
2009-06-19	0
2009-06-20	0
2009-06-21	0
2009-06-22	0
2009-06-23	0
2009-06-24	0
2009-06-25	0
2009-06-26	0
2009-06-27	0
2009-06-28	0
2009-06-29	0
2009-06-30	0
2009-07-01	0
2009-07-02	0
2009-07-03	0
2009-07-04	0
2009-07-05	0
2009-07-06	0
2009-07-07	0
2009-07-08	0
2009-07-09	0
2009-07-10	0
2009-07-11	0
2009-07-12	0
2009-07-13	0
2009-07-14	0
2009-07-15	0
2009-07-16	0
2009-07-17	0
2009-07-18	0
2009-07-19	0
2009-07-20	0
2009-07-21	0
2009-07-22	0
2009-07-23	0
2009-07-24	0
2009-07-25	0
2009-07-26	0
2009-07-27	0
2009-07-28	0
2009-07-29	0
2009-07-30	0
2009-07-31	0
2009-08-01	0
2009-08-02	0
2009-08-03	0
2009-08-04	0
2009-08-05	0
2009-08-06	0
2009-08-07	0
2009-08-08	0
2009-08-09	0
2009-08-10	0
2009-08-11	0
2009-08-12	145003
2009-08-13	1067153
2009-08-14	520922
2009-08-15	0
2009-08-16	0
2009-08-17	0
2009-08-18	0
2009-08-19	0
2009-08-20	0
2009-08-21	0
2009-08-22	49357
2009-08-23	0
2009-08-24	962
2009-08-25	923097
2009-08-26	785480
2009-08-27	511616
2009-08-28	0
2009-08-29	122027
2009-08-30	632760
2009-08-31	530833
2009-09-01	407312
2009-09-02	235816
2009-09-03	121849
2009-09-04	71102
2009-09-05	0
2009-09-06	0
2009-09-07	0
2009-09-08	0
2009-09-09	0
2009-09-10	61428
2009-09-11	45834
2009-09-12	31049
2009-09-13	2270
2009-09-14	4
2009-09-15	1
2009-09-16	0
2009-09-17	0
2009-09-18	0
2009-09-19	0
2009-09-20	0
2009-09-21	0
2009-09-22	0
2009-09-23	0
2009-09-24	0
2009-09-25	0
2009-09-26	0
2009-09-27	0
2009-09-28	0
2009-09-29	0
2009-09-30	0
2009-10-01	0
2009-10-02	0
2009-10-03	0
2009-10-04	0
2009-10-05	0
2009-10-06	0
2009-10-07	0
2009-10-08	0
2009-10-09	0
2009-10-10	0
2009-10-11	0
2009-10-12	0
2009-10-13	0
2009-10-14	0
2009-10-15	0
2009-10-16	0
2009-10-17	0
2009-10-18	0
2009-10-19	0
2009-10-20	0
2009-10-21	0
2009-10-22	0
2009-10-23	58022
2009-10-24	2265
2009-10-25	48616
2009-10-26	5
2009-10-27	8
2009-10-28	5
2009-10-29	5
2009-10-30	16
2009-10-31	6
2009-11-01	4
2009-11-02	7
2009-11-03	2
2009-11-04	11
2009-11-05	2
2009-11-06	0
2009-11-07	0
2009-11-08	0
2009-11-09	0
2009-11-10	0
2009-11-11	0
2009-11-12	0
2009-11-13	0
2009-11-14	0
2009-11-15	0
2009-11-16	0
2009-11-17	0
2009-11-18	0
2009-11-19	0
2009-11-20	0
2009-11-21	0
2009-11-22	0
2009-11-23	0
2009-11-24	0
2009-11-25	0
2009-11-26	0
2009-11-27	0
2009-11-28	0
2009-11-29	0
2009-11-30	0
